id	Year	Postcode	Individuals	Taxable_income	Net_tax	Gross_interest	Net_rent	Net_capital_gain	Total_income	Total_deductions	Salary	Medicare_levy	Medicare_levy_surcharge	Total_work_related_expenses	Gifts	HELP_debt
200606623	2006	6623	315	12459839	2608051	267788	-67357	508790	13280339	750525	8738510	170559	7998	334757	78	10711
200606630	2006	6630	260	10891091	2403292	151871	-34598	814556	11427536	516827	7680487	150740	9531	314800	76	23713
200606635	2006	6635	70	2706948	511669	62526	-48630	176207	2823608	116660	1987225	37574	601	44703	12	1817
200606638	2006	6638	210	9877083	2130504	307793	-229193	220043	10251409	364334	8358265	139625	12994	169745	36	16427
200606640	2006	6640	95	3978663	786633	23358	-62164	43814	4104318	125655	3132492	57260	7697	102738	21	8921
200606642	2006	6642	305	13488813	2724177	145966	-146080	394046	14104501	571851	11256156	188985	23662	377597	77	45822
200606646	2006	6646	85	3521871	631683	80081	-20604	66296	3736155	210085	2867839	48968	4245	112648	21	10518
200606701	2006	6701	2475	106253199	22644927	1443868	-724681	2788583	111491382	4858754	78476457	1486261	136408	2427792	427	142448
200606707	2006	6707	1025	45292692	9334748	457047	-539216	2413819	47304611	2012131	37311931	648138	50161	1148266	353	51329
200606710	2006	6710	260	13040181	2951816	135521	-168436	206139	13470826	422143	11566314	188337	16346	254512	53	22104
200606713	2006	6713	755	54850964	16057744	387855	-1071301	912608	56462655	1486271	47788117	807879	95039	640059	277	74510
200606714	2006	6714	6450	416200554	116371558	1689582	-9464617	8868105	427499078	11206320	386548095	5980474	874400	7394158	2272	554019
200606716	2006	6716	340	26331124	7872148	127371	-1035069	391996	26766222	435067	26634259	386174	33586	208181	140	9183
200606718	2006	6718	255	11098057	2418697	28861	-61241	85155	11376084	278027	10092701	154612	29731	226158	43	14237
200606720	2006	6720	1000	64082240	17830633	376393	-1849113	2573214	65678268	1578702	60368967	934698	115663	828316	337	68135
200606721	2006	6721	2085	132479044	36768999	721158	-2777918	2859779	136753548	4206397	121600481	1929335	297090	2601582	596	263853
200606722	2006	6722	3710	212334682	55700563	619484	-3983015	3672353	217971374	5550328	202034861	3054667	579844	4132186	1024	300503
200606725	2006	6725	5170	234347126	52803047	1910548	-3116603	10892755	243859667	9109002	186364804	3321262	328969	6299654	1199	281500
200606726	2006	6726	685	33603857	7954071	359795	-669655	1672929	35145791	1521980	28418319	487051	65766	1096634	161	69225
200606728	2006	6728	1230	52256277	10957069	353389	-639160	1226606	54560933	2262410	44459194	744813	84772	1492586	278	83972
200606740	2006	6740	360	16817809	3497852	136758	-129004	218876	17343227	525418	14639020	242113	39575	318496	48	42353
200606751	2006	6751	1525	103639019	29488969	451442	-3021625	1654484	105996368	2248203	101243633	1507564	184674	1466090	428	156461
200606753	2006	6753	2375	155928637	43696753	715799	-4068353	3665776	160063677	4037117	150153503	2252120	266877	2380694	1239	359084
200606754	2006	6754	770	55462851	16009034	184864	-1834902	1529016	56641503	1171897	54721649	811752	94677	696636	289	100099
200606760	2006	6760	75	3182275	686728	17299	-21533	30710	3258003	75728	2724269	45017	7048	55720	11	0
200606765	2006	6765	390	16994469	3589263	109861	-162805	1577543	17506503	512033	14029640	242654	23911	429326	68	89617
200606770	2006	6770	375	15810513	3055657	50305	-116693	118798	16336252	525739	13920130	228172	24387	445470	80	63909
200607000	2006	7000	7015	327455246	79753327	5280577	-699510	7591222	342283225	14726141	252562016	4573131	178897	7972686	3025	1179164
200607004	2006	7004	3590	181188059	47043467	4284281	-255176	7010127	191844856	10618682	125754576	2521687	96236	3878022	1584	623943
200607005	2006	7005	6780	390851520	108600602	13622532	207428	16787275	418822608	27933807	227623206	5461959	101942	7804049	2960	876765
200607007	2006	7007	1520	75927051	19170436	1438059	-100403	2339036	79934429	3988375	57802007	1067357	30327	1934241	712	193957
200607008	2006	7008	5880	256851538	59030688	4127584	54907	5232060	267860249	10938704	205469616	3577454	123473	6025164	2662	691431
200607009	2006	7009	5570	203522730	41154619	2388122	154394	2021709	210307178	6770740	174007577	2732024	100468	4977205	2177	347974
200607010	2006	7010	6245	225783336	44675738	2728046	35316	2391135	234342256	8525139	190758337	3025956	76547	5653499	2427	244637
200607011	2006	7011	5980	218223340	43601161	2389527	171245	1877176	226303458	8077040	188273525	2949553	61563	5773660	2278	201180
200607012	2006	7012	375	14057713	2937018	86604	-12907	195767	14599140	535253	12427048	194035	12589	399358	133	14197
200607015	2006	7015	5025	214622903	47291727	4547074	-366341	4566548	223953255	9317487	165005975	2950785	51996	4730364	2400	392401
200607016	2006	7016	825	26880020	4897282	85658	12565	213852	27888262	1008243	24151143	348624	7605	709787	258	26691
200607017	2006	7017	2095	86261455	18728515	911047	-60124	1072204	89584742	3284566	72603765	1210892	29833	2202170	791	94964
200607018	2006	7018	9525	399042902	87259179	7125224	-164834	9562939	418267894	19197629	307461830	5478307	125040	9487055	4396	612587
200607019	2006	7019	1685	54168295	9849487	208013	-61649	324066	56056560	1829122	48088054	704385	12897	1507842	631	50737
200607020	2006	7020	1265	53157844	11658124	594515	-221262	877803	55762567	2600856	43001975	739771	16341	1341114	478	76994
200607021	2006	7021	1305	56543086	12790401	672009	-234213	1779195	59238816	2695590	43848718	792181	12030	1504740	549	99719
200607022	2006	7022	375	14278408	2930068	205216	-49678	392386	14903204	614735	11435572	193872	4072	317754	144	18241
200607023	2006	7023	130	6747877	1745176	58448	-96011	143360	6991684	243807	5744852	96172	655	156484	48	0
200607024	2006	7024	245	11080505	2645200	209335	-135706	1456711	11723894	643389	7930463	156847	2905	257346	107	21828
200607025	2006	7025	880	36936807	8308437	696006	92148	1100673	38602915	1660175	26460073	505989	9205	814450	305	42476
200607026	2006	7026	360	13158483	2767639	169355	29040	510274	13746385	546493	10091868	175775	875	308605	118	4194
200607027	2006	7027	95	3265066	645456	47606	25928	226523	3381595	116529	2502217	43960	1374	84011	21	4901
200607030	2006	7030	5650	205124195	41765835	1814428	111387	5019224	213240714	8029277	173723098	2722885	58102	5985149	1775	121894
200607050	2006	7050	4970	200852766	43636974	3266862	-465648	3663522	209900798	8977210	158021248	2738666	55124	4978913	2148	321605
200607052	2006	7052	3400	147707134	33201391	2124584	-707583	3818874	154985048	7229064	112169094	2033400	33777	3489843	1560	220005
200607053	2006	7053	1805	87805333	21247901	1868698	-29874	2480154	92129557	4305760	62362954	1225941	21473	1750206	910	180573
200607054	2006	7054	3380	140899750	31371417	2028341	-248385	2761758	147153388	6189860	108842277	1959448	50671	3453746	1294	182363
200607055	2006	7055	230	8797510	1850732	48453	-82980	62626	9076858	279348	7518758	120718	1215	185657	91	9100
200607109	2006	7109	3065	118399604	25558258	2189255	-8346	8085643	123615049	5087303	85654885	1564466	48659	2684130	796	88090
200607112	2006	7112	1005	33192554	6161974	652856	58819	1139392	34707582	1497244	24172726	425176	8733	910547	254	33988
200607113	2006	7113	335	11269986	2155605	164786	-50490	473958	11945153	656273	8149657	145476	7671	256601	91	9701
200607116	2006	7116	730	25904765	5265549	405027	39636	1109275	27006189	1101434	19627477	343862	9267	644582	155	23282
200607117	2006	7117	380	15024763	3292105	294284	-71574	479942	15867992	765798	9387589	199649	9706	363174	78	10345
200607120	2006	7120	640	20859628	3978010	422416	71849	515373	21940715	1079218	14551336	265262	3301	723524	149	23797
200607140	2006	7140	4130	151260102	30653363	1682295	16920	2544696	157393674	6020428	131303834	2021097	59397	4431182	1454	120711
200607150	2006	7150	1125	44356766	9473731	836232	105117	1104274	46264742	1891787	32753808	592449	16896	971694	379	54088
200607155	2006	7155	350	14723193	3069675	338053	191272	649375	15631914	903010	9465809	204301	5347	293648	121	15904
200607162	2006	7162	290	12084427	2725849	246531	-11300	1099555	12803064	709861	7662899	157952	8591	291170	88	17852
200607163	2006	7163	130	4395162	821206	88281	-11558	180566	4567785	169247	3229724	57480	1697	119037	43	3369
200607170	2006	7170	2355	111011806	26822370	1587718	-107895	5299458	116108610	4985015	83354094	1575139	27826	2439504	933	107206
200607171	2006	7171	1250	46779582	9580218	483134	-31942	492236	48469070	1666765	40742638	643198	13446	1278665	511	75546
200607172	2006	7172	1270	46666751	9413997	677219	-142631	676204	48555440	1887984	36662202	630704	10688	1173464	446	34665
200607173	2006	7173	2415	87896106	17818160	973002	-212592	2194102	91771372	3865588	70749180	1162162	36875	2508602	874	95014
200607177	2006	7177	190	6211923	1177545	120328	37751	68058	6608966	395031	4628701	82402	2715	227616	51	6028
200607178	2006	7178	85	2643713	508653	52194	9940	154721	2927360	283647	1780369	34230	1043	75438	26	8171
200607179	2006	7179	150	5286484	1125013	124261	11476	173266	5672331	382381	3735504	68903	1058	140766	50	6885
200607180	2006	7180	75	2213974	370102	29865	-18966	39046	2278334	64361	1840527	28739	546	47578	20	1612
200607182	2006	7182	110	3798367	688236	61774	39135	183757	3956859	158492	2667179	47581	2116	78470	28	1479
200607184	2006	7184	250	8223720	1573055	164439	-23351	228235	8629555	405861	5049623	101261	3691	204031	76	2762
200607186	2006	7186	60	1731444	301166	16364	-73	89973	1792885	60257	1211697	21909	2030	43282	17	0
200607190	2006	7190	1265	46968290	9647452	1043252	68392	2762043	49485851	2511074	31337326	617999	12021	1105918	348	16848
200607209	2006	7209	155	5935720	1254297	170731	38080	76088	6236559	295284	3472817	78358	2859	179360	39	4215
200607210	2006	7210	415	15121206	3196546	483074	92445	900220	16097355	976170	9799840	199844	6687	459405	103	7676
200607211	2006	7211	105	3367808	646619	59515	2202	1340656	3619185	242013	2531208	40173	0	151105	22	4594
200607212	2006	7212	830	33632907	7298584	791230	67901	723941	35225853	1590633	25419408	455424	12720	878607	312	26234
200607213	2006	7213	100	3388816	663868	94556	-16089	104964	3665602	276774	2846607	43694	1701	162477	23	0
200607214	2006	7214	210	7651779	1582077	133347	-44917	342677	8110904	459125	6274963	100548	3436	261265	55	3384
200607215	2006	7215	1265	41171904	7729201	1100568	145519	1243840	43317959	2083330	29029086	517915	12625	1262993	356	44914
200607216	2006	7216	1160	42301931	8479733	1095076	-20067	3250692	44893291	2564705	24858808	533460	10680	1065322	367	28487
200607248	2006	7248	5065	164697004	30760351	1711132	49650	1456196	170194244	5443198	143146306	2145290	68898	4330250	1669	332729
200607249	2006	7249	4330	162095407	33604345	2449936	134959	2034248	168484399	5906641	133889194	2206431	78547	3840071	1625	358765
200607250	2006	7250	24065	1018084989	232425332	18531370	-996287	24874886	1067749112	49484560	780794069	14008699	442604	25247842	9301	1786266
200607252	2006	7252	1170	49426096	11042370	1064827	-15218	1085439	51427362	1977951	38884219	681685	27410	1230928	378	44291
200607253	2006	7253	1765	69072062	14650599	750065	-79273	862479	71650804	2540553	59325629	930301	34213	1636382	560	37531
200607254	2006	7254	230	7980905	1524901	103903	15379	96707	8287288	306398	7235014	107823	2357	242011	62	3335
200607255	2006	7255	335	12468186	2100142	354177	14544	591546	13407955	939446	8064552	173305	3176	293656	66	11422
200607256	2006	7256	885	48512164	12630066	895019	64003	11260647	49910030	1366049	23918616	700574	34302	514112	187	44652
200607258	2006	7258	455	24115749	6463472	577488	-21737	1027413	25503810	1367327	13908046	345842	7233	451692	159	13967
200607259	2006	7259	250	8715701	1709040	162287	-13819	131841	9051975	269862	6975966	118842	5538	218794	61	9061
200607260	2006	7260	1390	47665319	9157817	795122	17173	654636	49681049	1968633	38490460	635943	16202	1325012	368	33695
200607261	2006	7261	235	8972005	1816185	183833	30304	113669	9390143	417557	5756408	122835	8293	198773	48	2655
200607262	2006	7262	765	26232668	4983146	760626	-357962	576463	27435258	1200597	18575557	333867	9075	678065	242	24179
200607263	2006	7263	235	7425142	1251846	173995	-37529	107631	7828950	402640	4764875	92809	2863	214951	51	3142
200607264	2006	7264	215	6635405	1179598	168606	28309	177657	6897490	262075	4791689	83227	3033	201943	51	7424
200607265	2006	7265	120	3976580	750297	96441	68522	12319	4192050	202762	2687400	53373	1031	91054	22	1535
200607267	2006	7267	410	15518962	3271752	157248	-7318	589773	16202253	683290	12287237	212283	7251	339910	102	15871
200607268	2006	7268	465	19189685	4224754	251340	-29202	499660	19851530	657622	13756579	255432	13461	401333	146	25583
200607270	2006	7270	1575	61128231	12888321	933705	178111	1463691	63626565	2482196	48258028	814452	36433	1470164	481	41078
200607275	2006	7275	1305	50441688	10710470	888330	-36906	1014161	53059432	2565693	40702094	678711	25727	1326129	411	43533
200607276	2006	7276	230	8738593	1744948	137276	-379	55236	9116651	378089	7094656	118133	6489	223546	80	16454
200607277	2006	7277	2125	86780722	18856512	1788151	-199168	2297967	91248626	4409928	67134476	1186520	36848	2128895	749	95323
200607290	2006	7290	1010	36938008	7529709	274953	-139163	514998	38448083	1474973	32605586	511635	7374	1022157	399	52178
200607291	2006	7291	255	9851660	2097813	121320	4091	65488	10241954	356090	7597140	133448	5696	208037	95	12554
200607292	2006	7292	260	9623055	1943337	289196	-10206	539509	10278540	654481	6578252	134857	2011	200192	65	15815
200607300	2006	7300	1390	52362155	10773667	639035	-35151	1049187	54480845	2090002	42995123	722182	18111	1353559	445	46660
200607301	2006	7301	1765	68639425	14544099	1227649	408606	1520167	71761291	3096175	52246619	926454	29580	1728527	595	72541
200607302	2006	7302	740	26046159	5379134	503240	101473	547981	27631849	1585731	20171524	349127	8449	864261	215	18432
200607303	2006	7303	1075	42739049	9788077	699572	51210	801929	44188679	1431067	30615685	573410	32879	915160	333	60840
200607304	2006	7304	2345	81201618	15711369	1551484	117186	2340498	85626205	4334745	56637150	1064527	57091	2102263	661	63595
200607305	2006	7305	455	15252742	2898817	127994	-13374	162344	15803211	547905	13466617	198705	5632	460182	117	5477
200607306	2006	7306	1410	48054819	9374145	1003716	24116	671308	49851535	1792061	37366608	628451	37034	1177996	361	35736
200607307	2006	7307	3670	142538438	30587350	2727654	201599	3056105	149404166	6839028	111269764	1945672	95251	3813271	1097	110392
200607310	2006	7310	11540	445898217	95266547	6977700	322961	8837159	465924232	19863969	358453777	6002861	285590	12055097	3815	442803
200607315	2006	7315	6100	233194813	49010703	3212904	294131	4257045	243314604	9905225	190455351	3149815	165389	5948515	1722	218903
200607316	2006	7316	2455	94631172	19926150	1009996	-147811	1863575	99248740	4429612	78136296	1286743	65935	2619782	606	94124
200607320	2006	7320	7345	293955792	65017648	3600065	296703	6793048	306661916	12574965	243493283	3968953	193848	7570569	2034	409745
200607321	2006	7321	1680	66208537	13796450	994365	2638	1206101	69018247	2704879	53415213	896396	59308	1712112	395	73322
200607322	2006	7322	1590	61479200	12995951	774594	30526	998365	63604164	2117578	53116668	832953	43131	1572254	386	71423
200607325	2006	7325	3365	127844776	26942234	1871088	84168	2436792	134249215	6242775	102406080	1720700	96790	3445165	860	131560
200607330	2006	7330	3140	120128632	25169139	1741225	-90036	2500312	125126504	4930983	89110613	1643300	100052	2586388	963	81988
200607331	2006	7331	275	9866908	2006769	180544	-27891	209331	10433058	499685	7209773	133260	11268	258014	116	4751
200607467	2006	7467	835	37605164	8651437	166669	-48119	280065	38694040	1083797	34403635	507023	34293	816280	236	52437
200607468	2006	7468	345	12710393	2619083	75576	-32178	231793	13336984	622673	10809988	173400	7485	408222	86	11299
200607469	2006	7469	360	15530900	3477458	35079	-70582	91868	16004640	473707	14180741	215320	15199	354478	89	10990
200607470	2006	7470	375	19433113	4880826	75732	38523	198379	19972505	524254	17626667	276849	19120	410183	113	54559
201100800	2011	800	3805	217500939	51780253	2319428	-4678343	13759402	224848733	7811365	169930827	2653012	86688	5667879	325092	610288
201100810	2011	810	18140	962945775	188110905	12687094	-20171683	1719220	1001748151	38928685	847951935	12859532	405083	27506366	2210834	3026950
201100812	2011	812	11080	583521754	111568767	6617317	-12833241	1411793	604825370	21686204	526628208	8037339	202112	14975293	1160469	1267780
201100820	2011	820	11515	701447357	156565437	8990614	-15872645	5693813	731677475	31231412	595386226	8884137	272172	20145006	1394666	2014379
201100828	2011	828	500	31291943	7104904	434768	-293566	361433	32189624	1127814	22413194	440352	16788	593841	41357	40597
201100829	2011	829	45	2378765	503313	17206	-45132	3	2511694	132929	1811940	30295	830	120438	2770	5466
201100830	2011	830	10700	556559313	103894474	3266355	-13214672	795338	578782344	22411265	524360068	6942803	225879	17667866	910067	937511
201100832	2011	832	5105	280786520	55063445	1741955	-7340000	298333	291815027	11344433	273109583	3593517	94654	9331027	444144	654596
201100835	2011	835	3345	189851642	38539845	1971595	-5009402	845381	196726907	7169633	157739350	2685187	91538	4676476	304363	214934
201100836	2011	836	4100	221127851	43656595	2128853	-3734431	851499	228832047	8582832	191338262	3084214	114332	5992954	253738	240040
201100837	2011	837	755	35578890	6262615	410009	-324319	120300	37049594	1609280	29701711	487317	12400	1017102	53766	32883
201100838	2011	838	245	12990382	2637300	274582	-252420	30191	13539664	474784	10586473	181860	11524	340571	15968	37305
201100840	2011	840	95	4305411	743053	39392	-146011	11542	4449638	144369	3555501	54482	2359	102083	2910	663
201100845	2011	845	350	15191222	2530959	143732	-106794	15942	15909752	582290	13014573	204755	9750	377228	43063	44822
201100846	2011	846	195	9203416	1727319	164421	-57570	4529	9431242	296110	8034517	126871	6088	211239	15369	8193
201100847	2011	847	160	7855888	1471772	63036	67205	3859	8144527	255916	6886644	103016	6916	196746	14966	11752
201100850	2011	850	3000	151429531	27861361	2238325	-2005302	173582	157248881	6015925	139434313	1943706	100331	4417426	544270	386575
201100852	2011	852	1765	58844627	7613042	509202	-318783	117373	56980092	1934080	50849433	681829	34708	1410990	71343	138440
201100853	2011	853	445	24051451	4441226	128177	-688192	11275	25071211	1028730	25177168	98023	642	906123	46924	73445
201100854	2011	854	400	15911784	2293103	174122	-121151	464	16322969	392288	13056583	203564	16203	276799	10482	47996
201100860	2011	860	895	44730187	7693800	412136	-925936	510997	47077046	2380734	42387526	613604	38573	1945605	122216	125615
201100862	2011	862	240	8151834	981741	92013	-31909	1371	6747905	552757	7228756	98931	3262	449151	12765	26293
201100870	2011	870	13270	672118797	127389178	6952183	-11064297	1557437	699123335	27239778	614690325	9277203	447160	19794000	1930984	1748727
201100880	2011	880	1010	63351982	14356394	636747	-2791638	112907	65398470	2083279	59627482	876901	44096	1170231	158336	136856
201100885	2011	885	630	45380654	10586399	374174	-2038980	139083	46782094	1406965	44947181	641904	31391	910270	63223	86644
201100886	2011	886	845	47446177	9456193	277347	-1409617	24132	48939479	1479984	47887217	649155	37583	1084320	71088	112793
201102000	2011	2000	33435	1332803769	332644524	33809229	-11693178	15223612	1390121366	61691047	928944625	14690900	338454	21672586	7954889	2042015
201102006	2011	2006	125	5378793	1139118	79349	-27670	80089	6130276	321407	4795220	66582	1034	194775	27076	21691
201102007	2011	2007	4435	204540395	43576512	5115202	-2223867	1505438	212693976	8259227	176362126	2563985	56148	5830585	627135	709930
201102008	2011	2008	4410	216537140	45283077	4045355	-1811830	447412	225542037	9411176	192374996	2866797	92720	6505103	670323	1181639
201102009	2011	2009	8895	653401453	178274308	15380720	-11695399	14150930	687564597	32954489	508692274	8678580	228659	15342595	3381178	1893291
201102010	2011	2010	18575	1235323863	309904086	23386823	-12105201	9590388	1294328829	57522616	1025883735	16795929	564197	35857859	3423301	5019193
201102011	2011	2011	13975	1097986282	306484306	47814087	-9165016	9143081	1188568133	77638247	788820413	14876304	427073	28282910	6910665	3240415
201102015	2011	2015	6345	412781910	96097087	5641185	-5737484	811678	433571404	21163183	381213460	5820415	165820	15561853	1203534	1916572
201102016	2011	2016	7465	428748486	97166450	7822436	-4907799	778353	451057827	22125755	374748408	5874451	206783	15009212	1840427	1757629
201102017	2011	2017	7775	423650318	91597296	7222484	-6686214	647037	446059248	22480682	392623336	5542070	163005	17887599	918492	1752657
201102018	2011	2018	7980	379508420	75338651	10620332	-1538128	921769	396657108	17840727	325146766	5021260	100085	13268903	1111209	868714
201102019	2011	2019	5365	283541430	58632458	5165300	-3599694	536635	298114921	14398665	259884899	3871255	66532	11303722	720492	438097
201102020	2011	2020	7000	339618693	66152420	6765363	-3795302	671106	355539018	16420062	309328453	4531242	99894	12913464	1016608	844535
201102021	2011	2021	10205	1047375596	327866895	26173178	-11271602	18418971	1103436952	55133936	691694034	14917686	254351	21831707	5488562	2770374
201102022	2011	2022	8290	583376845	156423180	24029898	729904	4636484	615886332	31492790	416683730	7779662	139547	14304743	3799201	1179319
201102023	2011	2023	6730	878282224	299661464	45439046	-1014015	14133597	943838968	63497784	427869765	12585011	142007	12352429	9799197	1065698
201102024	2011	2024	6975	687328540	214391890	19564373	-5685752	6119323	718638251	31416140	466634931	9754669	164469	13777191	2471304	1107178
201102025	2011	2025	5060	606926444	201638052	27788260	-1441938	13374077	646892118	39662469	314784796	8681246	128290	9094616	7056693	946680
201102026	2011	2026	22240	1606362739	431987377	45114476	-9895621	14619707	1696184894	88040557	1202192678	22041392	546750	46923630	7510644	4020896
201102027	2011	2027	5795	985810541	359145647	49768241	-2630452	43973502	1073580211	87466706	380539457	13875839	149714	9888145	34470178	1028935
201102028	2011	2028	3235	351990411	111381632	20502572	1392895	5513969	373960310	22239330	179226507	4983940	85078	5610933	4286240	697133
201102029	2011	2029	6720	649217605	200177684	35456442	4356190	16314891	695198866	45251212	345134076	9121309	117554	11652264	6444059	1032715
201102030	2011	2030	9510	1273308773	440899466	74801066	5264785	39274394	1393676319	116577234	543032325	18332317	256855	14392147	25289454	922896
201102031	2011	2031	21525	1575833784	416941173	46222266	-7991432	9445491	1651101116	77504349	1201121586	21860637	419967	43503611	6602395	3979099
201102032	2011	2032	8485	435807452	96828854	16646474	475133	1408564	454959240	19489364	342956295	5850573	91567	11938463	1435283	923267
201102033	2011	2033	6640	416663974	104912928	15103496	-701850	2618213	439840319	20620645	303878072	5624590	86456	11051094	1669701	1146889
201102034	2011	2034	13240	930231119	238883708	29309449	-4813138	4091124	982377414	52793064	725400557	12689368	293147	28167179	3773844	2426198
201102035	2011	2035	19930	1143994150	262477057	45337863	-103457	4535940	1202053177	57522192	903815905	15458493	275375	34121120	3807603	2361874
201102036	2011	2036	14960	768310253	160915400	22214115	-5842460	2493244	806407008	38683513	646327731	10303021	232532	25723491	2365524	1195566
201102037	2011	2037	8495	579470206	150570819	14316181	-4855702	7778345	610546366	31627034	446795076	8106312	212915	14095815	2494160	2045239
201102038	2011	2038	5710	430530261	112968759	9407465	-5233092	2214059	452023365	21805589	354572806	6145247	143207	12138346	1721864	1355394
201102039	2011	2039	5345	444601612	121897980	9589789	-7691859	2036869	465671165	21151918	369066657	6329643	169973	12370183	1438569	1097694
201102040	2011	2040	12715	880052776	219347126	18198447	-9600782	2704758	918719737	39252235	758116803	12497876	274920	26265114	2676796	2455229
201102041	2011	2041	9980	1021516441	314958329	25900412	-10955103	12278744	1077261992	55334245	725327755	14698291	251680	21117444	7136890	1633847
201102042	2011	2042	12030	705784540	159130310	12511588	-5208851	1722995	736603288	33089071	617242646	9895931	343340	22399603	2564660	3293206
201102043	2011	2043	4620	320119539	77004476	4106181	-5166292	533486	334347913	14223469	294816478	4552641	152344	10013977	875624	1662516
201102044	2011	2044	4640	240884834	49317691	4223564	-3494066	319049	251474560	10587552	218576379	3319121	101522	8030138	705288	821748
201102045	2011	2045	4000	287049786	76665170	10230091	1606059	1273172	300980867	13984811	197007050	4050906	55867	6015456	1008854	322870
201102046	2011	2046	15700	1048804154	261720392	33506319	-9930000	6277917	1099739474	51962244	835044304	14729336	267882	31160384	3556909	2323038
201102047	2011	2047	7275	566909077	152636026	20638397	-4110465	2677509	598022804	31794348	419816794	8008282	140059	14997400	3274236	1232181
201102048	2011	2048	4780	301775217	71407156	6243698	-2349464	714409	315847578	14139959	259608765	4258358	118483	8665025	1042702	1202818
201102049	2011	2049	6325	383602610	88989330	8123818	-4220693	1614826	401726383	18135069	330610407	5384690	160763	10715522	1397779	1670190
201102050	2011	2050	4420	292853386	70630909	5343263	-3780432	536726	307034734	14113002	263948374	4102355	145382	10083126	1055538	1552186
201102052	2011	2052	185	4855427	891621	215915	14270	1	5166989	311562	4326756	50987	3306	257047	11394	7901
201102060	2011	2060	9590	983358553	310719797	30684846	-8065448	24435839	1052932560	69241963	593516345	13713173	224839	17140426	29337672	2274878
201102061	2011	2061	3880	380466460	114517096	17411569	-2418504	2316628	403579641	23728706	252373916	5062035	120184	7020652	3487975	941135
201102062	2011	2062	4595	413419756	119006707	12841659	-2497198	2586227	433783169	19620013	301878359	5914045	81376	9052428	1568297	1045987
201102063	2011	2063	4065	496235824	166291487	21865836	-994324	5530924	529130282	33606042	277685595	7121959	54113	6034892	6769129	388078
201102064	2011	2064	6120	442372594	116395918	15511088	-2832719	1630511	462449905	20463672	344323800	6128142	88654	9521581	2022932	1178892
201102065	2011	2065	19105	1577170644	438913270	48605149	-13206959	24735092	1669729996	92587794	1187539552	21896393	381319	33442925	16864504	4350018
201102066	2011	2066	17515	1504211642	434961550	51844056	-9430097	10536967	1581918902	77258285	1063762742	21255309	259895	29156306	8590678	2735927
201102067	2011	2067	15020	885265994	215708269	40907738	-4352117	5039453	927499728	42094419	671132394	11622292	235677	19118628	4823257	1873671
201102068	2011	2068	9955	969176688	299483521	37869559	-3711198	6745378	1015035418	46415129	635032521	13798137	132758	15750941	3969577	908226
201102069	2011	2069	8780	898817602	286575866	36760095	-1968025	10178402	946624392	46915081	524213480	12799667	97724	12474351	5990026	1030608
201102070	2011	2070	8080	788820365	245796148	35985028	-5293357	6705408	831923261	43598298	470707174	11153058	61277	11670431	5057620	788411
201102071	2011	2071	8105	836869669	268058259	41540673	-2310427	5587701	882741510	44305118	457650544	11812456	101996	9966375	6282794	896725
201102072	2011	2072	4330	353281092	102593758	16744490	-4332396	2333591	376219011	23052938	228341990	4942580	60443	5594416	2616703	522966
201102073	2011	2073	10125	903591039	270373493	36250612	-10104610	10532018	945580726	44767617	588256504	12754836	103892	14639378	5201510	948953
201102074	2011	2074	13755	1153850916	335893083	50117352	-11306020	14676673	1213582927	60970404	716302216	15990694	127569	18902034	8757097	1412650
201102075	2011	2075	12635	998497925	282143435	49024877	-8629968	9021653	1048099714	51705297	651026195	13866583	107983	17324686	6488228	1172791
201102076	2011	2076	14965	1180205330	334695652	44872300	-13872980	13758246	1240439577	61597746	783040764	16520401	174688	21695145	9793148	1656067
201102077	2011	2077	21515	1107747890	230788126	30401161	-12664893	2466674	1151412817	44583550	957258641	15037961	243460	28900829	3478911	2490193
201102079	2011	2079	4515	244784138	53608211	5678204	-3438596	435064	255072538	10397699	214556508	3401101	44089	6476061	1049326	383906
201102080	2011	2080	1075	62448428	14568076	1324739	-825814	299955	64904843	2472619	51913645	860523	18520	1555066	188742	113886
201102081	2011	2081	3270	181441203	40397093	3264823	-3193395	360177	188454363	7238995	157933527	2529456	28498	4529564	582192	253953
201102082	2011	2082	3285	176919672	38018074	3392036	-2710180	410816	183941154	7123786	152351134	2471112	26390	4693629	683153	252983
201102083	2011	2083	950	47925029	10128811	1427452	-904203	125902	49862321	1977206	36684056	659266	20013	1252440	128805	39432
201102084	2011	2084	2270	201174999	61828320	6811315	-1311725	2620703	213007953	11834445	106783083	2864505	22340	2878876	2993962	107238
201102085	2011	2085	7215	443047064	107866994	19046281	-2292215	1647898	463352891	21116225	325349160	6067429	68475	10707917	1799680	524012
201102086	2011	2086	7990	503536906	124336958	13899164	-5958956	6520122	524912846	22089806	392967209	6993010	73675	12647415	1463736	526361
201102087	2011	2087	7390	475321651	119147502	17984549	-3708517	2001782	495628262	20975539	362500642	6563913	68871	10364213	1849718	549394
201102088	2011	2088	18940	2590069763	896866335	108913998	-13347266	42792028	2748756193	169711443	1414884236	36781824	461326	32065975	22593852	2923728
201102089	2011	2089	8915	769807791	219582809	26539415	-9193465	7127164	809636913	42219219	560513829	10691446	217750	17159901	3942162	2485724
201102090	2011	2090	8660	832773856	250202487	30961823	-3410834	9701329	877136312	43662012	576730702	11724508	154417	16275482	5249923	1712136
