id	Year	Postcode	Individuals	Taxable_income	Net_tax	Gross_interest	Net_rent	Net_capital_gain	Total_income	Total_deductions	Salary	Medicare_levy	Medicare_levy_surcharge	Total_work_related_expenses	Gifts	HELP_debt
201602583	2016	2583	2510	110667366	20193757	3016379	454608	1709481	118472548	6430998	75494121	1895651	34070	3752340	207619	184478
201602584	2016	2584	312	13904922	2621368	329661	-149116	147151	14814831	876360	10190973	239760	1580	406924	20090	18625
201602585	2016	2585	146	7695134	1784782	196299	-41281	127724	8422069	547543	3415678	148182	1666	162701	6124	45152
201602586	2016	2586	1388	60402226	11402895	1298593	890431	1473477	65920482	4157582	42557499	1034088	26393	1902142	141493	125599
201602587	2016	2587	1466	69383914	13185264	1174919	427129	770142	73929500	4246528	48357784	1187799	10445	2097132	135751	114791
201602588	2016	2588	224	14833202	3966666	301678	226172	1676119	16282663	1171599	5982132	275951	162	321595	44864	11600
201602590	2016	2590	3768	173026512	33288163	2914421	338811	2044421	184286170	10094697	131204858	3004847	44027	5503510	378439	307511
201602594	2016	2594	6016	275268353	51857105	4782885	1404246	3552563	294591652	16619345	197522751	4729984	46050	8739796	423827	465168
201602600	2016	2600	5581	569612119	169683313	9231071	-6825018	25363395	597366697	27348387	355071606	10548612	148593	8074322	3529358	1899448
201602601	2016	2601	2658	183288078	48971292	2693426	-3159793	5285575	190424936	6994309	151846597	3203840	106660	3708360	885137	1350343
201602602	2016	2602	19457	1379212924	339564080	19020800	-13039085	18281169	1427311870	47338526	1126044737	24937105	689813	22441675	7659361	6765600
201602603	2016	2603	6478	796053195	263200195	12516437	-9607750	101980455	828752551	31550824	425949772	15002971	177083	9112540	5767625	2550578
201602604	2016	2604	7387	637350002	173062197	6916965	-9667673	9801860	660077490	22107917	535100141	11512325	340226	11460816	2785045	4221697
201602605	2016	2605	7437	636217180	173014094	10070938	-7359389	15950276	661408173	24843401	459190493	11679238	226171	9496798	3706534	1587054
201602606	2016	2606	6312	443240144	108307632	5882742	-4593647	8390299	460217017	16742859	345382694	7974323	179310	8536188	1754834	1786711
201602607	2016	2607	9224	702412777	183241818	11265931	-6656163	48531823	727800102	25043223	492920821	12928114	228036	10994273	3902562	1612692
201602609	2016	2609	561	35588502	8516443	302481	592638	651745	37516146	1652377	24949506	638703	16822	836252	104897	97196
201602611	2016	2611	17714	1249602374	299838529	15841727	-13200669	13105005	1293766651	43428767	1012346773	22996567	475587	22259422	5385639	4703271
201602612	2016	2612	10180	758531550	194968833	10896022	-8410452	8776374	786229001	26771671	610982912	13087046	267870	13062589	3190040	6113644
201602614	2016	2614	12324	836934914	197736059	14056416	-7503768	12303735	868178174	30793743	643791733	15306623	303177	13790242	4494855	2660218
201602615	2016	2615	27270	1663328714	365050472	14743666	-21595031	10813246	1719696535	55701374	1437759447	30535230	617234	34823904	5568856	5196798
201602617	2016	2617	20445	1262806672	284867228	15498843	-16866056	10830363	1309062341	44801399	1054067953	22744649	434808	25065725	4898490	5438018
201602618	2016	2618	877	65603880	17932718	1006685	-780670	4060186	68738283	3051852	40235484	1235246	22669	1245657	186878	181511
201602619	2016	2619	6055	483836934	125708346	3016574	-8001300	3927958	500279485	16218949	414721176	8374710	159225	9990606	1077568	830802
201602620	2016	2620	24035	1535704207	355762153	14042275	-11628209	30547947	1594641658	56981314	1283941636	27774998	704317	35447689	4367342	3778287
201602621	2016	2621	3859	278825450	69712418	2396743	-2478920	2953521	289547538	10141916	226953011	5114182	101966	5981071	751123	423479
201602622	2016	2622	2160	106461299	22139320	2872208	1072672	1147269	112949005	4737164	77049066	1847103	36906	2375422	757841	212810
201602623	2016	2623	343	17137807	3656350	43144	-122835	45740	17845617	702707	16499930	329755	3364	591145	22730	17594
201602624	2016	2624	55	2000264	331556	29551	4899	10287	2091479	91215	1804865	28992	0	63038	3366	0
201602625	2016	2625	192	9162947	1903821	145862	133299	102469	9880868	639342	5353326	165502	0	256762	13428	6831
201602626	2016	2626	296	15812764	3266628	162036	-87	138517	16563733	677439	13135541	283587	2384	413980	27934	34083
201602627	2016	2627	2806	137639933	27633275	2312090	1149849	1934615	145144205	7069487	105147845	2435466	10099	4099237	226894	228272
201602628	2016	2628	1036	47546119	9253562	711616	85975	2406246	49952269	2281156	34458492	830977	8076	1310058	92621	76969
201602629	2016	2629	287	11260364	1925281	223985	-75531	165727	11700770	399540	7635248	180548	6661	227437	16772	4603
201602630	2016	2630	4910	240408699	47276856	4097514	645641	3605383	253692289	11036835	179952149	4194081	60829	5567385	813138	501618
201602631	2016	2631	338	18574460	4528729	504705	-23288	367467	20461799	1223034	9835988	329752	9422	472178	33057	29653
201602632	2016	2632	1079	53464718	10514488	825445	305499	181856	56752924	3222838	38859714	944331	35931	1493277	75146	134823
201602633	2016	2633	207	9399340	1778026	135608	5361	4560	10168166	682649	6274233	161541	7161	301990	7341	10479
201602640	2016	2640	21079	1142473300	248783509	15379591	485	20053177	1194578561	51072182	865977626	20423276	242930	30795029	2784600	3503161
201602641	2016	2641	8015	356706148	64187151	3623771	1041380	2294204	371740587	14680102	292089827	6089619	29753	10408305	589925	616460
201602642	2016	2642	2944	140374923	27132283	2020233	897893	1317233	150322782	7996716	97830814	2493711	21198	3801327	322045	269737
201602643	2016	2643	1501	64423105	11575125	828984	-352553	946586	68120902	3527549	52259334	1091852	5906	2415982	102377	117812
201602644	2016	2644	1397	68098629	14555598	1609344	226811	3218630	72653921	3765561	40165070	1194715	12267	1690028	123055	115183
201602645	2016	2645	228	11644783	2274421	147992	58788	68614	12180780	464985	5741744	203823	4518	256766	13971	13362
201602646	2016	2646	3889	180881577	34875114	3066771	989672	1451191	192391268	10453301	132155611	3157912	27665	5617133	375012	253908
201602647	2016	2647	1207	52325958	9387858	1205422	438533	872881	55878892	2477238	36611824	887780	13063	1562456	67460	62771
201602648	2016	2648	1213	50274486	9070047	954266	-145315	652572	54247244	3056612	34497563	860561	29778	1498111	67586	68019
201602650	2016	2650	32602	1780045131	382970146	26931071	1321386	16773638	1868915471	83728985	1399908825	31254026	329023	51633485	4212521	5041788
201602651	2016	2651	1108	55433349	10403267	190970	-403735	102739	57900220	2430009	53675767	847939	16939	2086326	70362	136726
201602652	2016	2652	2823	134751433	26334081	2457674	737104	835958	144863595	8489740	88729926	2419311	30674	3320868	201232	177194
201602653	2016	2653	1354	64136310	12493001	1137856	404797	736576	67683735	2753009	51694943	1127430	25104	1358378	99536	95089
201602655	2016	2655	786	36517902	6934163	1004612	-182379	385658	38797879	1973144	27687251	646241	6028	1068668	51461	88057
201602656	2016	2656	710	36927559	7254327	1525190	208256	543180	40504809	3050645	19060473	660647	15721	811940	48695	62542
201602658	2016	2658	710	30902044	5508879	825099	209431	283840	33182800	1904039	18331835	519676	1552	861510	66172	49847
201602659	2016	2659	524	22332045	4128657	405605	43165	216573	23944736	1311031	15923765	383499	5896	497456	77771	27462
201602660	2016	2660	850	38141071	7038644	575742	248286	90233	40703680	2221860	27935039	664018	8767	1189103	59345	48953
201602661	2016	2661	133	8780352	1903643	35199	-160246	2102	9307982	527630	9085404	48907	3284	412452	15947	18001
201602663	2016	2663	2223	104316138	19628358	1103182	4331	524545	110058995	5431967	86029410	1774049	12365	3057465	179395	210023
201602665	2016	2665	1203	54872145	9875781	1393794	191293	762167	60273578	4041596	27255844	955479	8021	1114341	73495	127135
201602666	2016	2666	3035	139917161	26606827	3136176	474909	1029814	150081896	8740053	94611272	2452583	26319	3873177	298223	189786
201602668	2016	2668	221	9868609	1800325	429325	90180	89621	11037287	790555	4276582	163704	9582	173116	17964	7888
201602669	2016	2669	952	43451073	8512135	1590917	551376	423690	48082568	3074126	19068899	785480	14387	1036909	115355	65825
201602671	2016	2671	2196	106890174	21663229	1918360	570159	1082939	114095353	5089842	78920296	1871659	47107	2390862	185571	165804
201602672	2016	2672	807	38574741	7683448	1056373	30807	298173	41619326	2489206	22384169	670846	16542	944529	154530	80650
201602675	2016	2675	993	45472203	8645296	829722	59763	168733	48333743	2478189	31945507	784807	7614	1211457	64551	67972
201602680	2016	2680	14428	707920426	143761260	12062664	3210371	18194155	745763180	33030750	539166913	12422089	132791	18198165	1632102	1154765
201602681	2016	2681	957	44531463	8551857	768061	60855	760299	47077338	2265327	36169151	793243	2210	1077119	83070	44936
201602700	2016	2700	2550	114889695	21418931	1865161	-261311	908504	123372192	7472772	90854270	2017504	29484	4412163	393762	200630
201602701	2016	2701	1294	68226485	14273332	792461	233568	1772836	72314320	3656676	46701659	1235955	11999	1759198	116058	158337
201602702	2016	2702	388	18843588	3613855	288539	-15196	34765	19895736	892985	10783358	317137	6253	406154	18427	25634
201602703	2016	2703	406	17412964	3118918	170122	-139546	45310	18480344	880250	15892609	300763	2753	657652	43618	24420
201602705	2016	2705	5684	264801832	50923331	3595800	-618712	4138724	283306113	14558087	222765469	4644362	57174	9475789	791138	436084
201602706	2016	2706	627	27863608	4909321	221918	-65353	516146	29478734	1323549	24246488	481051	5938	938035	78213	40815
201602707	2016	2707	882	41277252	8043110	1592535	-122388	231535	45433024	3501698	24959446	752174	12149	833520	80379	85746
201602710	2016	2710	5849	250257535	46515759	4229391	609341	2867092	266219348	12844596	193179955	4312225	51374	7011292	383566	437425
201602711	2016	2711	1923	85533728	15671023	1553987	361045	930597	91443663	4862836	63778540	1477872	21567	2854589	99565	157628
201602712	2016	2712	742	32170841	5886323	696220	257948	308176	34362679	2057882	20554128	551445	9153	883270	74955	48873
201602713	2016	2713	1595	63790723	11301106	1478588	10939	798925	68661830	3987517	45242088	1082189	16447	2198418	253788	166416
201602714	2016	2714	1391	60323174	10951559	1442948	357365	676919	65188446	3956831	42516242	1001569	12077	2311444	119386	120723
201602715	2016	2715	795	37194536	7477420	500792	-53942	505038	40464196	2455137	25728601	664750	7892	1323823	47921	67177
201602716	2016	2716	706	33483928	6551790	1053231	59	111950	35831307	1997798	20242756	590922	5160	896976	53372	67295
201602717	2016	2717	590	25073747	4385460	451614	81080	274555	26616717	1400196	18232356	426350	13152	834325	22796	34364
201602720	2016	2720	4346	225654138	46506542	3226263	242148	933193	235034738	8965436	188420328	4038303	73967	5393926	349644	356380
201602721	2016	2721	115	5194810	922288	120618	78794	42123	5788147	394127	2054610	89377	3870	92292	11327	0
201602722	2016	2722	1740	82843147	16040756	1367214	312936	523013	87545741	4365694	60356355	1443583	26125	2432911	110254	192876
201602725	2016	2725	168	7652238	1535608	285080	-905	38987	8389457	736950	4528740	137166	2378	264413	11157	3449
201602726	2016	2726	167	7536477	1338874	154172	99847	218383	8008219	423488	4385724	130247	0	212508	10347	21551
201602727	2016	2727	218	11525224	2565641	504313	212664	49170	13311489	1140086	5785808	206901	0	325684	39744	22022
201602729	2016	2729	912	45929540	9316249	736931	132000	804788	48946405	2617952	32543198	823096	10293	1358711	69398	81083
201602730	2016	2730	812	34078885	5937235	479550	5590	86807	35736130	1548196	28461061	575376	11056	991597	57574	23966
201602731	2016	2731	3460	165304236	33489005	2570942	-71192	4643643	175351602	9389698	120584462	2886142	51239	5447647	337394	327782
201602732	2016	2732	1034	41630752	8146664	1239901	54572	1122143	44171953	2171323	27615297	719930	9463	1054538	76254	67998
201602733	2016	2733	338	14794758	2922308	296579	-11383	161576	16343471	1158267	10031319	275319	2300	411271	23906	19570
201602734	2016	2734	118	5437008	1063930	65123	6405	8219	5771858	317660	3751485	98512	760	113571	6352	0
201602735	2016	2735	176	5642283	781159	53575	54543	15346	6004430	313303	4261378	87720	0	183152	14216	11949
201602736	2016	2736	200	7934844	1412431	110889	87016	32008	8505799	348372	4813797	130507	0	219653	6056	23775
201602737	2016	2737	436	21150637	4003527	396226	11329	888201	22271831	1009480	12143078	368915	20316	558627	16343	53613
201602738	2016	2738	889	47430355	10585328	706957	-207442	904731	50934774	2738923	32669115	867937	11158	1501707	66293	94278
201602739	2016	2739	671	32677254	6670885	324724	-130440	592793	35204986	2251735	23706454	575803	12269	1237274	49300	80155
201602745	2016	2745	17448	1092496210	253886540	10084294	-4934963	18241798	1144873169	50901228	958297836	20331076	375195	40555287	2361751	2532397
201602747	2016	2747	23029	1226076125	251743728	8869681	-5681248	14185305	1283218998	56342780	1130773003	22216564	392635	47737800	2762129	2923663
201602748	2016	2748	1377	91488235	23018278	2720252	1258746	2612545	96358323	4749121	58118897	1703467	33272	2376968	184333	155288
201602749	2016	2749	9706	559959008	122199461	4074950	-2780315	7216441	585608985	25344819	500279252	10316800	208423	20545452	1184356	1311454
201602750	2016	2750	24711	1365875256	295363477	13000396	-5757995	17401322	1438533883	71928667	1219117668	25100209	409848	59410629	3431350	3400476
201602752	2016	2752	3007	171416175	36991683	1583809	-607178	2250945	179555264	8009252	148736802	3169295	42372	6327864	238960	287702
201602753	2016	2753	9883	543195381	117866697	9121286	1992530	10720679	567607525	23966528	443103841	9659618	228367	17388700	1610373	1015579
201602754	2016	2754	3308	177627161	37568141	3670172	378609	4359995	185536468	7660878	145938522	3092115	76709	5599735	416776	370554
201602756	2016	2756	20196	1158015911	254569425	15248242	-172458	23300310	1211102461	51506158	957042871	21077312	361495	38349610	2022805	1642038
201602757	2016	2757	564	32711095	7537520	767677	75885	4607791	35933651	2487726	22439438	588086	18146	861874	76336	31824
201602758	2016	2758	5466	321231952	73839173	5250748	-342965	5990153	338253707	16161867	254965874	5954886	127858	9649190	2861422	573320
201602759	2016	2759	16119	874605287	181074166	5764028	-6088652	12489421	916307268	40685224	806858414	16109478	249404	33970217	1919099	2055410
201602760	2016	2760	17016	840407113	160969116	4816843	-3206757	9213878	879987243	39148705	783823446	14898743	259637	33296765	2290310	1855314
201602761	2016	2761	17265	890222509	177343225	4361619	-7983467	5951674	931637446	41255564	852093300	16075937	221745	34730940	2804851	2507368
201602762	2016	2762	2993	173308574	38251407	3300941	-614286	3006708	180524880	7176980	157882255	3205872	38187	5725139	462590	532522
201602763	2016	2763	18004	1011169521	216107434	8201263	-11385057	9925559	1054383645	42731795	946037121	18508468	258084	34297724	3056064	3053747
201602765	2016	2765	8825	524687213	122774095	15001690	2217263	35044452	548934385	22741813	390363326	9602039	129421	15571528	1612814	984890
201602766	2016	2766	8328	421272774	83172783	3113548	-3035120	3659497	440305146	18730778	395347854	7476810	108811	15399403	1292176	1088183
201602767	2016	2767	12350	637510318	127524874	4951420	-8163678	3699401	665599887	27966965	608743049	11450348	168787	23009937	2001070	1956144
201602768	2016	2768	15783	972116864	225537923	7857056	-19756047	15780852	1015448033	42508883	902373434	18029084	185424	32886495	2970614	2903262
201602769	2016	2769	6574	457402255	113878056	3346406	-9593100	12798962	477439649	19803522	418455564	8582846	198267	15593580	1085577	1249792
201602770	2016	2770	26194	1195499957	214570365	5901257	-6301582	5051849	1250558430	54796311	1110359131	20420694	340491	45576422	4062565	2407643
201602773	2016	2773	3757	257059679	64826334	4294878	-1433067	4715279	267789417	10590604	204948008	4742585	73505	6600242	997967	647929
201602774	2016	2774	7807	468287608	108049176	5697669	-2348686	6225482	488435133	19933346	404251533	8634193	133586	13834101	2002040	1229024
201602775	2016	2775	798	43489175	9973594	761906	1720649	2166877	45670349	2096625	30043242	782662	12773	1245911	90403	52364
201602776	2016	2776	2482	145763628	32678455	1876062	47649	1412624	151814273	5969823	125823668	2668074	59893	4338686	495655	388986
201602777	2016	2777	10537	607622113	135355189	7903477	-1049956	8070409	633582950	25539971	515483841	11096192	198290	17984686	2045512	1526665
201602778	2016	2778	1480	85057857	18944558	899535	-129951	695861	88851990	3684450	72185733	1550282	40669	2621074	304676	191166
201602779	2016	2779	2780	145622262	30068030	1601338	14535	1094623	151610273	5894730	128270345	2635352	53623	4339590	471728	356351
201602780	2016	2780	7328	355447811	72214271	8236537	3529697	7735674	371205041	15255642	253006280	6070178	138929	8448569	1596750	846653
201602782	2016	2782	3402	192417078	44301390	4438833	1978202	5203459	201841156	9117442	135380854	3430949	92251	4780761	909218	409579
201602783	2016	2783	1527	75894937	15018105	910922	136870	685934	79130596	3207509	64577380	1350379	25558	2197830	287469	236205
201602784	2016	2784	719	37730863	7918875	460755	21116	367003	39239070	1508205	31692996	674648	11679	1150011	134621	78765
201602785	2016	2785	2639	131791873	27597559	3226704	921046	6693485	137590877	5443861	97243342	2309823	51387	3199269	497982	280448
201602786	2016	2786	650	30467752	5939280	792753	308711	751258	32028383	1532154	22936986	516163	12504	886845	199218	66125
201602787	2016	2787	2382	118353182	24198555	2524333	665326	1927986	124495427	5302243	93546492	2108503	48988	3344495	205236	163102
201602790	2016	2790	7299	389532965	83672502	5139092	92580	5127040	404670930	14512523	331923364	6927966	119128	9981622	954967	477379
201602791	2016	2791	175	8932674	1922214	182754	207776	114906	9561995	480491	5789915	158900	3263	234126	15826	12451
201602792	2016	2792	190	10136870	2228308	148454	3613	99335	10990223	681718	6274876	183087	0	334915	13949	9890
201602793	2016	2793	454	22336472	5445846	402578	45424	187980	23811694	984760	14762830	406148	13295	609927	57966	13105
201602794	2016	2794	5475	235900496	42324085	5125566	1027984	3444524	249899718	12422544	169842766	3976316	72756	6976942	530692	421303
201602795	2016	2795	22232	1192419352	253050414	15716218	1739073	12275281	1249999864	54711973	978292043	21514466	467623	38014835	2973143	2915645
201602797	2016	2797	234	9089577	1663556	156902	36393	95015	9666107	438164	8312699	156305	1898	342307	9306	4998
201602798	2016	2798	1203	73693842	18425607	1378846	-110627	1301060	77620531	3635729	56295506	1372710	31049	2093858	173870	127247
201602799	2016	2799	2123	103508272	20033465	1266636	-149355	715640	109402071	5355094	88693311	1827851	42621	3753510	207250	188807
201602800	2016	2800	24534	1383422557	306922948	16625149	1015158	18613926	1456859705	68243013	1129069991	25062373	407140	44120420	3345647	3546175
201602803	2016	2803	152	6059825	1139518	227397	122890	15450	6640968	460399	4390935	110122	1722	238437	8378	0
201602804	2016	2804	1333	59885851	11439534	1428761	716990	1452839	64248316	3056396	41576631	1037179	14686	1725196	115974	147782
201602805	2016	2805	210	10352485	2255705	151929	45014	992007	11179741	429315	6734370	184755	11367	298972	13273	8289
201602806	2016	2806	464	22403303	4490651	424213	170943	441105	24225449	1175407	14929745	399991	12272	619177	27346	38100
201602807	2016	2807	176	8685196	1676209	136892	6967	206214	9297941	455554	5014783	152115	0	202086	6940	2903
201602808	2016	2808	56	2274264	416079	29365	44444	0	2438736	138304	2056854	39397	0	97376	956	0
201602809	2016	2809	116	5631699	1102272	112428	70045	47029	5987262	296615	2732805	96732	1833	89797	10867	5047
201602810	2016	2810	1636	77868283	14488740	1964595	702329	656809	84211511	5067570	40988357	1333201	22181	1756238	163192	99209
201602818	2016	2818	359	17846978	3553169	177260	-17232	184967	19184401	823854	15172143	320406	6343	633667	30124	38558
201602820	2016	2820	3067	136213846	24823902	2279400	120318	612196	145069677	7077034	105779500	2320990	48271	4606598	243574	314763
201602821	2016	2821	2521	115302722	21989586	2210859	697650	1176407	124965966	6129720	88767213	2022396	30438	3381369	187308	203049
201602823	2016	2823	777	35111922	6735163	944664	361044	464562	38057151	2411643	23086033	616150	906	1005899	36560	61197
201602824	2016	2824	1221	64929350	13866847	1568383	-9173	1628629	69717391	3842373	41607981	1185870	9686	1659284	94506	191893
201602825	2016	2825	1341	72710274	16060446	1799792	139302	872352	77429385	4335087	54249830	1356273	32207	2276419	127823	158975
201602826	2016	2826	94	4493223	820099	137633	35863	84281	4741807	248584	2806282	77902	1231	123666	4751	24546
201602827	2016	2827	1853	81879029	15324637	3619939	333560	605744	88181747	4033611	58978741	1422680	31690	2524934	160126	152550
201602828	2016	2828	372	16815060	3044481	444304	121384	582077	19701584	1630598	7324593	278985	4321	367935	211361	31474
201602829	2016	2829	1455	64903530	13976384	1486687	404012	2891623	73562771	4199187	47659030	1257977	19634	2035968	106208	148057
201602830	2016	2830	22813	1174152746	242016662	14467018	1161541	10316943	1231205249	51947572	974886347	20833512	338760	33364139	2312762	2960210
201602831	2016	2831	1490	62928468	11706837	1276156	321694	696186	68962804	3977225	47109048	1119323	7803	2054626	72412	187754
201602832	2016	2832	1228	34961717	8962861	601071	-281569	1405166	39019603	2531085	43013969	843656	7945	1631839	42095	170339
201602833	2016	2833	238	8293161	1750574	166203	-143371	8464	9126867	613794	7642115	163125	2647	358936	26024	34178
201602834	2016	2834	842	30835185	5341686	524297	510236	155953	32442196	1470296	26023518	525116	10586	1000957	138685	117969
201602835	2016	2835	2209	143658527	34989672	1484241	-1191844	318682	149491660	4860592	127898423	2692351	74686	3322625	145585	321996
201602836	2016	2836	303	15619374	3087994	288849	-25637	31515	16717114	687993	9878260	278772	2598	329165	14678	43728
201602839	2016	2839	459	21140424	4018729	227780	-95845	151505	22598158	845975	17443040	372549	12617	671316	10456	91323
201602840	2016	2840	1313	63959106	12849199	805994	-68946	815544	68829999	3373342	50681000	1176375	36256	1940514	94732	221467
201602842	2016	2842	291	9415023	1612121	189127	137494	268204	10144893	439647	7758932	161222	4600	301112	12353	35305
201602843	2016	2843	692	27310162	4911724	649521	-55040	552973	30644835	1999811	20682114	454013	5	1322682	41318	40751
201602844	2016	2844	628	29865661	5990170	953401	119962	196496	32251484	1554732	17945139	524849	6916	715083	77994	49935
201602845	2016	2845	1019	54348480	11535192	395721	-42189	182553	56577542	2093365	49585200	980362	11634	1580121	87371	83248
201602846	2016	2846	130	5041295	887529	105060	37568	44262	5315645	247534	3844573	79772	119	201359	15362	6434
201602847	2016	2847	1070	54745875	11472787	441773	-145766	321357	56938279	2058104	49585550	966775	28503	1683200	87324	37691
201602848	2016	2848	528	22591433	4084038	283873	86233	17721	23468725	848544	18695259	367067	5139	684276	55811	9346
201602849	2016	2849	782	33556835	6775837	779076	64244	454437	35802673	1689779	26361220	579335	7550	942023	45611	60927
201602850	2016	2850	9362	509997793	115601398	7207408	-1319994	7058375	535873101	22972753	430203162	9176208	196021	14729912	931672	965950
201602852	2016	2852	1652	81416674	17186751	981602	157505	569032	85460993	3662216	73156692	1428821	47118	2808155	118461	104999
201602864	2016	2864	465	22405317	4563058	404415	-29737	183209	24079744	1282385	16839247	399885	4441	663699	49164	14388
201602865	2016	2865	475	22350481	4449840	275270	376	1026343	23948284	1386905	17115094	400832	7855	680982	31211	21933
201602866	2016	2866	1629	78218188	15897557	1189587	100798	1439816	83457746	4349563	59022626	1381629	24318	2284280	368964	151400
201602867	2016	2867	322	13960529	2497066	443748	70239	402062	15533414	1129965	8199657	236602	959	344013	41217	24327
201602868	2016	2868	321	14621965	2865450	407344	187807	77377	15855711	1159512	8940634	255384	4231	553014	28295	20165
201602869	2016	2869	698	27968132	5099296	773979	320596	229305	30603468	2000470	18717740	480111	3551	684809	47727	37408
201602870	2016	2870	6243	311352453	63262267	4127068	-362175	2610922	326906372	14651430	259539812	5521038	86659	9749581	624981	681040
201602871	2016	2871	4782	243347321	52681193	4664794	1425629	19033718	258924577	11751965	167448949	4320835	79268	6761243	375794	517321
201602873	2016	2873	375	17150915	3527699	940161	97343	113515	18943840	1522897	8537807	313315	9805	479070	15028	15509
201602874	2016	2874	248	10350975	1866351	317809	123394	26169	11281879	730108	5731902	180895	0	242538	19531	25971
201602875	2016	2875	484	19073653	3080374	740107	205836	16577	21249718	1586511	11219479	312380	2047	597100	26776	25018
201602876	2016	2876	251	9245293	1428518	197975	143287	45298	10333155	344864	5672514	146891	6879	183502	11186	9662
201602877	2016	2877	1978	87270822	16636164	1625831	456471	828278	96701046	4737231	64961961	1546712	20958	2356514	124178	205295
201602878	2016	2878	180	11108782	2618278	342322	258225	17357	12012347	813709	4865842	209626	5021	192608	7242	16905
201602879	2016	2879	215	11455330	2322622	184353	-97899	10133	11974131	475858	8027908	198229	4056	284954	6230	26029
201602880	2016	2880	8794	468071280	96252612	4771443	-2254589	2932544	486786060	17873683	402302832	8352196	191015	12351592	617765	1098938
201602898	2016	2898	297	14599532	2680867	292214	552252	171973	15029931	392556	9729461	255873	3402	174572	61846	17825
201602899	2016	2899	224	6242736	1202481	204837	135296	238132	6588554	304446	3475585	72431	5553	162884	31255	22784
201602900	2016	2900	1274	86035622	19867187	1148088	-1321581	547695	88794317	2634814	72203823	1573761	43991	1532004	254117	340628
201602902	2016	2902	9314	598964489	135951759	6558936	-7025176	5715636	620472509	21174198	492894170	11052718	262107	11424877	2227840	1488799
201602903	2016	2903	5912	371323350	82741927	4009760	-5485046	4426542	385597636	14047219	307275793	6847070	111237	7299864	1398294	955417
201602904	2016	2904	8647	593551482	140148573	7100916	-9374346	8485756	615825554	21883502	477579948	11026864	196319	10857794	1901613	1378196
201602905	2016	2905	18219	1133002873	252296689	7950010	-16119944	7245207	1171042734	37542331	1003975711	21001440	390654	25045338	3005076	2626295
201602906	2016	2906	11137	708646429	160459701	4027239	-12150907	5146337	731583631	22744526	639240516	13051700	220184	15458547	1671285	1449581
201602911	2016	2911	2900	205731797	50091898	1289267	-5746065	1377595	213817942	7901511	192402118	3668097	65114	5503360	433498	1041299
201602912	2016	2912	3815	231045037	52377723	1454245	-4811351	1588811	239167798	8032465	216578634	3945077	99456	5557201	581670	885947
201602913	2016	2913	21950	1438808651	337363644	10632368	-26982249	11475368	1488721130	48706567	1292762786	26130521	452564	31559571	3770560	5099281
201602914	2016	2914	14761	1010235141	243399910	5023682	-24112663	6268959	1044045985	33267573	955923607	17898792	353034	24185472	2332419	3373673
201603000	2016	3000	21585	1133544086	284561879	16069626	-4445822	63478860	1180962614	45033406	854391286	17588474	471863	23461018	6996248	3579025
201603002	2016	3002	3586	427737327	143191704	9296465	-1689243	43137068	460133558	30167619	230799216	8149195	94549	7231957	11383528	1768477
201603003	2016	3003	3571	214257103	51148820	2341928	-940688	1625069	222795984	8320619	185119184	3750494	78680	5692508	556309	1525664
201603004	2016	3004	6941	609482026	182856497	13186414	-2731259	53379746	644117747	33811230	393650114	11091008	236615	14058954	7646761	1874150
201603006	2016	3006	12289	866562623	233465414	12511889	-4905004	32146508	904405225	36292330	687801009	15059120	334501	21313918	3797739	3452487
201603008	2016	3008	7164	506953931	135314166	7301716	-4563830	12014967	527721829	20229844	409030018	8222123	203600	13082474	1305052	1281094
201603011	2016	3011	12923	672655270	140602054	5787196	-3957533	5508959	701545801	27578703	604310941	11741987	253417	21317906	1788314	4273419
201603012	2016	3012	15009	801874631	168961225	6695147	-6427447	6987770	837488424	35108582	724777212	14209211	277756	28259666	1793652	3970597
201603013	2016	3013	9119	629976371	155782860	5015718	-5380360	5874858	657345072	26882462	550643458	11853481	243204	19641380	1660272	2649479
201603015	2016	3015	10424	733761556	183719573	6713930	-7398632	10610324	765791986	31520472	642310526	13779830	259200	23329762	1619999	2771223
201603016	2016	3016	9720	787184578	219961887	11224742	-5608039	24473673	822497203	34651612	567964802	14811998	278368	18938512	2285517	1937532
201603018	2016	3018	7647	455129939	103845913	6604645	-2386817	6764007	476080810	20672939	382799034	8299315	177853	14872458	1079528	1209115
201603019	2016	3019	4277	178751016	30964757	1344494	-1896362	2185674	186635556	7882708	159966119	2820865	60452	6670062	381617	772511
201603020	2016	3020	21676	919555201	160511914	9335512	-5784157	8910852	963144004	42811688	811609108	14918555	341640	35103851	2165452	3138239
201603021	2016	3021	24953	1010140714	167161639	9911349	-5449894	10751592	1057501938	46832974	894632790	15986275	266303	39301466	2409973	2711549
201603022	2016	3022	1937	89286725	16426118	919171	-974032	993575	93696205	4349648	80521071	1522809	31668	3550714	197896	349951
201603023	2016	3023	32700	1648703522	332093560	11167387	-23986867	17280194	1732821616	82609332	1496781690	29269799	587395	68521264	3736001	4421890
201603024	2016	3024	12265	608424053	118138353	2541504	-5142808	2309093	640531712	32007235	574080450	10766928	141956	27704327	1333994	1216288
201603025	2016	3025	5841	315110709	66841325	4657512	-31663	5040262	329757978	14476480	266645794	5642384	151331	11667459	659748	1111934
201603026	2016	3026	169	12748451	3416987	55634	-210067	274246	13352438	577500	9206386	217455	1380	350619	16369	21520
